Trigger_Date,2023/08/04
Trigger_Time,T 11:24:12.466 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.562
Time (ms),Voltage (V),Current (A)
10.62,-216.748,-32.431
10.65,-218.433,-32.958
10.68,-220.538,-33.45
10.71,-222.469,-33.805
10.75,-224.434,-34.275
10.78,-226.785,-34.802
10.81,-229.277,-35.146
10.84,-231.418,-35.306
10.88,-233.313,-35.524
10.91,-235.454,-35.81
10.94,-237.875,-36.142
10.97,-240.157,-36.44
11.01,-242.157,-36.681
11.04,-244.052,-36.784
11.07,-245.702,-36.623
11.1,-246.93,-36.406
11.14,-248.088,-36.348
11.17,-249.352,-36.566
11.2,-250.685,-36.795
11.23,-251.878,-37.013
11.27,-253.458,-37.54
11.3,-255.318,-38.01
11.33,-256.932,-38.158
11.36,-257.985,-37.987
11.4,-259.178,-38.032
11.43,-261.179,-38.628
11.46,-263.284,-39.041
11.49,-264.513,-39.052
11.53,-265.53,-39.098
11.56,-267.039,-39.121
11.59,-268.303,-38.983
11.62,-269.145,-39.018
11.66,-270.233,-39.212
11.69,-271.426,-39.476
11.72,-272.655,-39.682
11.75,-273.883,-39.911
11.79,-275.111,-40.152
11.82,-276.34,-40.266
11.85,-277.428,-40.266
11.89,-278.34,-40.266
11.92,-279.323,-40.266
11.95,-280.305,-40.392
11.98,-281.358,-40.564
12.02,-282.552,-40.873
12.05,-283.675,-40.999
12.08,-284.412,-40.919
12.11,-284.833,-40.621
12.15,-285.289,-40.587
12.18,-283.815,-38.605
12.21,-276.024,-32.717
12.24,-265.706,-28.685
12.28,-261.003,-29.475
12.31,-259.599,-30.712
12.34,-254.967,-30.873
12.37,-250.299,-32.488
12.41,-251.071,-35.466
12.44,-255.072,-38.032
12.47,-258.441,-40.163
12.5,-262.617,-42.718
12.54,-269.25,-44.86
12.57,-276.024,-45.857
12.6,-281.534,-46.315
12.63,-285.851,-45.524
12.67,-288.623,-43.943
12.7,-290.659,-42.844
12.73,-292.238,-42.145
12.76,-293.045,-41.618
12.8,-292.834,-41.034
12.83,-291.922,-40.163
12.86,-290.553,-39.315
12.89,-288.834,-38.514
12.93,-286.693,-37.757
12.96,-284.341,-37.265
12.99,-282.341,-37.208
13.02,-280.902,-37.494
13.06,-279.884,-37.883
13.09,-279.042,-38.181
13.12,-278.375,-38.422
13.16,-277.708,-38.376
13.19,-276.936,-38.055
13.22,-275.848,-37.712
13.25,-274.936,-37.528
13.29,-274.234,-37.505
13.32,-273.427,-37.437
13.35,-272.409,-37.288
13.38,-271.461,-37.173
13.42,-270.444,-36.818
13.45,-268.935,-36.234
13.48,-267.215,-35.776
13.51,-265.811,-35.547
13.55,-264.337,-35.306
13.58,-262.547,-35.008
13.61,-260.757,-34.836
13.64,-259.354,-34.756
13.68,-257.809,-34.424
13.71,-255.809,-33.966
13.74,-253.879,-33.714
13.77,-252.335,-33.645
13.81,-250.896,-33.53
13.84,-249.246,-33.381
13.87,-247.772,-33.324
13.9,-246.579,-33.301
13.94,-245.21,-33.038
13.97,-243.456,-32.58
14.0,-241.631,-32.213
14.03,-239.946,-31.846
14.07,-238.016,-31.377
14.1,-235.699,-30.861
14.13,-233.278,-30.472
14.16,-231.207,-30.22
14.2,-228.996,-29.899
14.23,-226.434,-29.406
14.26,-224.223,-29.429
14.29,-222.714,-29.464
14.33,-220.784,-29.189
14.36,-218.643,-28.902
14.39,-216.678,-28.788
14.43,-214.958,-28.478
14.46,-212.782,-27.917
14.49,-210.326,-27.367
14.52,-207.974,-26.932
14.56,-205.518,-26.703
14.59,-203.271,-26.543
14.62,-201.306,-26.336
14.65,-199.13,-26.084
14.69,-196.744,-25.741
14.72,-194.252,-25.179
14.75,-191.62,-24.618
14.78,-188.847,-24.08
14.82,-185.899,-23.45
14.85,-183.057,-23.163
14.88,-180.67,-23.083
14.91,-177.933,-22.533
14.95,-174.809,-22.04
14.98,-171.931,-21.697
15.01,-169.159,-21.193
15.04,-166.071,-20.609
15.08,-162.772,-20.013
15.11,-159.543,-19.589
15.14,-156.595,-19.326
15.17,-153.436,-18.73
15.21,-149.681,-18.008
15.24,-146.031,-17.367
15.27,-142.416,-16.794
15.3,-138.907,-16.336
15.34,-135.608,-16.106
15.37,-132.449,-15.889
15.4,-129.361,-15.637
15.43,-126.448,-15.431
15.47,-123.711,-15.121
15.5,-120.728,-14.606
15.53,-117.429,-13.987
15.56,-114.095,-13.38
15.6,-110.831,-12.899
